iter	RMSE
616	0.1216379127
617	0.1216276073
618	0.1215641112
619	0.1215273879
620	0.1214846117
621	0.1214093681
622	0.1213915558
623	0.1213692104
624	0.1213494829
625	0.1212650215
626	0.1212435496
627	0.1212069387
628	0.1211903953
629	0.1211509868
630	0.1210833884
631	0.1209620835
632	0.1209530097
633	0.1209522005
634	0.1209041322
635	0.1208251415
636	0.1208078322
637	0.1207784014
638	0.1207138216
639	0.1206361811
640	0.1205880622
641	0.1205499075
642	0.1205240176
643	0.1204881626
644	0.1204428221
645	0.1203926697
646	0.1203350594
647	0.1202524005
648	0.1201909989
649	0.1201064985
650	0.1200792082
651	0.1200650128
652	0.1200642572
653	0.1200355778
654	0.1200155429
655	0.1200047829
656	0.119924496
657	0.1198605341
658	0.1197738696
659	0.1197222782
660	0.1196872521
661	0.1196418087
662	0.1195657503
663	0.1195391697
664	0.1194971873
665	0.1194757182
666	0.1194508246
667	0.1194294281
668	0.1193932821
669	0.1192949964
670	0.1192599565
671	0.1191935557
672	0.1191218201
673	0.1190743102
674	0.1189909319
675	0.1189697213
676	0.1189552705
677	0.118894501
678	0.1188581218
679	0.1187821769
680	0.1187475095
681	0.118660235
682	0.1186032468
683	0.1185731162
684	0.1185257027
685	0.1184848361
686	0.1184515598
687	0.1184318485
688	0.1183955367
689	0.1183322828
690	0.1183259914
691	0.1183062769
692	0.1182685002
693	0.1182447923
694	0.1181581413
695	0.1181191659
696	0.1180623774
697	0.1180092375
698	0.1179661847
699	0.1179141384
700	0.1178727755
701	0.1177814456
702	0.1177228088
703	0.1176796184
704	0.1176295859
705	0.1175988909
706	0.1175662386
707	0.1175156704
708	0.1174758133
709	0.1174544586
710	0.1173458424
711	0.1172437669
712	0.11718686
713	0.1171523198
714	0.1171231878
715	0.1170882485
716	0.1170730208
717	0.1170659757
718	0.11702897
719	0.116994104
720	0.1169533692
721	0.1168997955
722	0.1168866658
723	0.1168678468
724	0.1168002378
725	0.1167690357
726	0.1167353213
727	0.1166847261
728	0.116673446
729	0.1166637317
730	0.116600143
731	0.1165067718
732	0.116477503
733	0.1164314055
734	0.1163812339
735	0.1163357475
736	0.1163070764
737	0.1162667078
738	0.1162403613
739	0.116160929
740	0.1161392532
741	0.1160929151
742	0.1160593153
743	0.1160485859
744	0.1160113472
745	0.1159509636
746	0.1159301694
747	0.115871194
748	0.115833617
749	0.1157985664
750	0.1157376239
751	0.1156722591
752	0.1156370832
753	0.115614747
754	0.1155430799
755	0.115517872
756	0.115516934
757	0.1154844017
758	0.1154505826
759	0.1154182123
760	0.1153706328
761	0.1153434737
762	0.1152893048
763	0.1152855553
764	0.1152708145
765	0.1152358664
766	0.115213005
767	0.1151588752
768	0.1151205593
769	0.1150859981
770	0.1150396566
771	0.1150064995
772	0.1149819884
773	0.1149340847
774	0.1149000046
775	0.1148521654
776	0.1148289889
777	0.1148045333
778	0.1147755443
779	0.1147488692
780	0.1147297159
781	0.1147109858
782	0.1146090682
783	0.1145537241
784	0.1144709948
785	0.1143897749
786	0.1143444974
787	0.1143234821
788	0.1143048553
789	0.1142758385
790	0.1141878266
791	0.1141547142
792	0.1141129118
793	0.1140989441
794	0.1140706798
795	0.1140416477
796	0.1140280988
797	0.1139834826
798	0.1139562301
799	0.1139052514
800	0.1138790809
801	0.1138681749
802	0.113823524
803	0.1137822623
804	0.1137290552
805	0.113694888
806	0.1136622889
807	0.1135985048
808	0.1135625927
809	0.1134778143
810	0.1134565751
811	0.113428975
812	0.1134141348
813	0.1133756559
814	0.1133282986
815	0.1132706349
816	0.1132388869
817	0.1132095633
818	0.113150838
819	0.1131330892
820	0.1130828616
821	0.1130362259
822	0.1129864032
823	0.1129365098
824	0.1129077573
825	0.112896532
826	0.1128722846
827	0.1128183051
828	0.1127892974
829	0.1127229176
830	0.1126531075
831	0.1125823008
832	0.1125654178
833	0.1125319626
834	0.1125072121
835	0.1124780577
836	0.1123678318
837	0.1123466135
838	0.1123275551
839	0.1123023818
840	0.1122855544
841	0.1122537769
842	0.1122075399
843	0.1121289392
844	0.1120679698
845	0.1120418266
846	0.1120079734
847	0.1119547071
848	0.111935346
849	0.1118991109
850	0.1118455664
851	0.1118153392
852	0.1118057198
853	0.1117159364
854	0.1117119853
855	0.1116938137
856	0.1116329474
857	0.1116052154
858	0.1115780574
859	0.1115305465
860	0.1114829881
861	0.1114246306
862	0.1113989862
863	0.1113495788
864	0.1113242934
865	0.1113033739
866	0.1112299792
867	0.1111933436
868	0.1111205245
869	0.1110894143
870	0.1110697852
871	0.1110239687
872	0.1109830221
873	0.1109524117
874	0.1109211433
875	0.1108720698
876	0.1108284844
877	0.1108078265
878	0.1107490095
879	0.1107148536
880	0.1106926135
881	0.1106625287
882	0.1106392755
883	0.110609295
884	0.1105527423
885	0.1105524634
886	0.1105411042
887	0.1105180161
888	0.1104780728
889	0.1104779274
890	0.1104475429
891	0.1103658068
892	0.1103298519
893	0.1102857586
894	0.1102456746
895	0.1101868431
896	0.1101598196
897	0.1101071369
898	0.1100627762
899	0.1100421274
900	0.1100419947
901	0.1100135689
902	0.1099908469
903	0.1099672891
904	0.1099301736
905	0.1098965362
906	0.1098528858
907	0.109829555
908	0.109774211
909	0.1097468009
910	0.1097228946
911	0.1097014644
912	0.109671005
913	0.1096158292
914	0.1095413157
915	0.1095411639
916	0.1095007772
917	0.109451299
918	0.1094062407
919	0.1094000541
920	0.1093819357
921	0.1093271788
922	0.1093191337
923	0.1092903238
924	0.1092612615
925	0.1092270655
926	0.1091969263
927	0.1091630156
928	0.1091311254
929	0.1091076062
930	0.1090913256
931	0.109065881
932	0.1090477378
933	0.1090122387
934	0.1089504561
935	0.1089301706
936	0.1089004991
937	0.1088504256
938	0.1087965012
939	0.1087320931
940	0.1086811889
941	0.1086546104
942	0.1086094421
943	0.1085870228
944	0.1085606351
945	0.1085332678
946	0.1085230386
947	0.1085124936
948	0.1084844204
949	0.1084151005
950	0.1083821411
951	0.108359136
952	0.108339491
953	0.108275449
954	0.10825427
955	0.1082202566
956	0.1081314657
957	0.1081105911
958	0.108094768
959	0.1080714402
960	0.1080430661
961	0.1080308523
962	0.1079988798
963	0.1079840987
964	0.1079528403
965	0.1079200396
966	0.1078553401
967	0.1077986714
968	0.1077881477
969	0.1077676696
970	0.1077274505
971	0.1076838536
972	0.1076627126
973	0.1076361496
974	0.1075941892
975	0.1075588404
976	0.10751823
977	0.1074754334
978	0.1074456983
979	0.1074070027
980	0.1073657619
981	0.1073424992
982	0.1073153287
983	0.1072593164
984	0.1072522365
985	0.1072344927
986	0.1072087304
987	0.1071602465
988	0.1071305024
989	0.1070841284
990	0.1070481323
991	0.107033073
992	0.1070055786
993	0.1069697454
994	0.1069591191
995	0.1069321184
996	0.1068909377
997	0.1068581163
998	0.1068347382
999	0.1067984711
1000	0.1067658779
1001	0.1067205546
1002	0.106696213
1003	0.1066662843
1004	0.106604575
1005	0.1065603416
1006	0.1065474476
1007	0.1065260399
1008	0.1064855403
1009	0.1064854211
1010	0.1064247695
1011	0.1063856489
1012	0.1063728708
1013	0.1063594669
1014	0.1063432096
1015	0.1063162992
1016	0.1062972125
1017	0.1062490298
1018	0.1061985524
1019	0.1061494265
1020	0.10612167
1021	0.1060729155
1022	0.1060312561
1023	0.1059845353
1024	0.1059543684
1025	0.1058980988
1026	0.1058761768
1027	0.1058241003
1028	0.1058021824
1029	0.1057746464
1030	0.1057514366
1031	0.1057341732
1032	0.1057235258
1033	0.1056999751
1034	0.1056860885
1035	0.1056154791
1036	0.1055686542
1037	0.1055415295
1038	0.105537056
1039	0.1055084125
1040	0.1054762732
1041	0.1054156425
1042	0.1053858973
1043	0.1053669328
1044	0.1053594802
1045	0.1053364291
1046	0.1053202182
1047	0.1052940195
1048	0.1052668394
1049	0.1052376897
1050	0.1052151663
1051	0.1051903828
1052	0.1051519416
1053	0.1051467566
1054	0.1051131317
1055	0.1050750179
1056	0.1050509645
1057	0.1050267654
1058	0.1050057814
1059	0.1049745225
1060	0.1049367804
1061	0.1048972652
1062	0.1048750207
1063	0.1048362001
1064	0.1047908594
1065	0.1047620416
1066	0.1047301697
1067	0.10471193
1068	0.1046930173
1069	0.1046593819
1070	0.1046277177
1071	0.1046077526
1072	0.1045460183
1073	0.1045164686
1074	0.1044707886
1075	0.1044462194
1076	0.1044116968
1077	0.1043729888
1078	0.1043547223
1079	0.104328387
1080	0.1043205666
1081	0.1042856298
1082	0.1042683902
1083	0.1042651883
1084	0.1042334896
1085	0.1042047807
1086	0.1041517242
1087	0.1041417525
1088	0.1040719688
1089	0.1040367963
1090	0.1039966529
1091	0.1039631864
1092	0.1039355229
1093	0.1039079659
1094	0.1038971438
1095	0.1038571065
1096	0.1038387161
1097	0.1038056021
1098	0.1037801927
1099	0.1037274367
1100	0.1036997661
1101	0.1036425879
1102	0.1036050607
1103	0.1035916594
1104	0.1035334952
1105	0.1034972453
1106	0.1034585855
1107	0.1034159
1108	0.1033697399
1109	0.1033402002
1110	0.1032981262
1111	0.1032704531
1112	0.1032335424
1113	0.1032101752
1114	0.1032039185
1115	0.1031348403
1116	0.103110345
1117	0.1031001064
1118	0.1030832696
1119	0.1030574196
1120	0.1030070814
1121	0.1029974026
1122	0.102973607
1123	0.102917459
1124	0.1028840162
1125	0.1028470097
1126	0.1028296859
1127	0.1027997933
1128	0.1027726353
1129	0.1027345425
1130	0.102710307
1131	0.1026665973
1132	0.1026426739
1133	0.1026130387
1134	0.1026039303
1135	0.1025923189
1136	0.102562888
1137	0.1025294795
1138	0.1025191414
1139	0.1025093075
1140	0.1024932555
1141	0.1024758724
1142	0.1024274905
1143	0.1024160636
1144	0.1023868337
1145	0.102366199
1146	0.1023543567
1147	0.1023442539
1148	0.1022750425
1149	0.1022512747
1150	0.1022289787
1151	0.1021984467
1152	0.1021778869
1153	0.1021187701
1154	0.1020983106
1155	0.1020622102
1156	0.1020441726
1157	0.1020016982
1158	0.1019841973
1159	0.1019622812
1160	0.101925336
1161	0.1018867589
1162	0.1018728244
1163	0.1018581633
1164	0.1018501984
1165	0.1018224926
1166	0.1017877223
1167	0.1017566357
1168	0.1017354707
1169	0.1017292408
1170	0.101695477
1171	0.101660002
1172	0.1016172071
1173	0.1015611609
1174	0.101531964
1175	0.1014939146
1176	0.1014794105
1177	0.10145012
1178	0.1014247
1179	0.1014089617
1180	0.1013660068
1181	0.1013487885
1182	0.1013295869
1183	0.1012808437
1184	0.101246325
1185	0.1012088035
1186	0.1011723091
1187	0.1011405729
1188	0.1011107058
1189	0.1010854894
1190	0.1010613521
1191	0.1010481663
1192	0.1010365429
1193	0.101007233
1194	0.1009635535
1195	0.1009367765
1196	0.1009180339
1197	0.1009029153
1198	0.1008821674
1199	0.1008643654
